state,county,2015,2016,2017,2018,fips
Georgia,Wilcox,137874,134330,149308,147790,
Georgia,Wilkes,294034,298943,299166,299631,
Georgia,Wilkinson,443774,445445,447175,469070,
Georgia,Worth,317108,319232,327412,335248,
Hawaii,,77185376,78905138,80715781,82651901,
Hawaii,Hawaii,7233030,7524692,7867421,8124355,
Hawaii,Honolulu,57640119,58642584,59924134,61095819,
Hawaii,Kauai,3633843,3748281,3849132,4083693,
Hawaii,Kalawao,4338.1125,4492.877,4536.83,4672.8195,
Hawaii,Maui,8676225,8985754,9073660,9345639,
Idaho,,63097512,65535348,67818168,70500379,
Idaho,Ada,21444205,22468149,23670890,24825864,
Idaho,Adams,119571,120665,120956,128547,
Idaho,Bannock,2572790,2621524,2700656,2745368,
Idaho,Bear Lake,167452,167965,169017,171856,
Idaho,Benewah,285691,287969,294088,297905,
Idaho,Bingham,1234736,1224788,1289411,1335050,
Idaho,Blaine,1277812,1297377,1366700,1400281,
Idaho,Boise,134563,142871,169151,221901,
Idaho,Bonner,1203181,1255585,1288396,1339019,
Idaho,Bonneville,4297612,4420880,4706502,4905301,
Idaho,Boundary,330236,323666,331655,336364,
Idaho,Butte,899969,926251,941600,959859,
Idaho,Camas,59369,51702,53965,54147,
Idaho,Canyon,4667740,4908188,5173535,5367721,
Idaho,Caribou,449688,473118,422832,427875,
Idaho,Cassia,1442996,1522684,1493282,1648535,
Idaho,Clark,38743,40432,42709,41594,
Idaho,Clearwater,334191,346251,319389,324971,
Idaho,Custer,183862,177582,159715,177291,
Idaho,Elmore,1075692,1146784,1136802,1163797,
Idaho,Franklin,327753,329244,334880,333650,
Idaho,Fremont (includes Yellowstone National Park),379529,391335,393074,402818,
Idaho,Gem,294247,301361,310248,319609,
Idaho,Gooding,1085244,1285904,1359701,1272187,
Idaho,Idaho,435818,421114,437098,486206,
Idaho,Jefferson,527181,558225,549893,563537,
Idaho,Jerome,1151770,1235347,1265148,1359384,
Idaho,Kootenai,4856952,5124128,5301432,5529281,
Idaho,Latah,1161801,1157231,1200539,1242423,
Idaho,Lemhi,220208,219388,221989,231853,
Idaho,Lewis,152530,145942,136821,156358,
Idaho,Lincoln,219610,237248,261456,286254,
Idaho,Madison,1059045,1066510,1089869,1115604,
Idaho,Minidoka,733016,731849,689238,736107,
Idaho,Nez Perce,1789641,1844174,1864193,1889423,
Idaho,Oneida,109800,112375,102273,110667,
Idaho,Owyhee,379634,395649,379301,383126,
Idaho,Payette,837885,844072,833896,780280,
Idaho,Power,393130,360153,372306,419021,
Idaho,Shoshone,608344,568106,451515,466589,
Idaho,Teton,252736,264624,278215,309013,
Idaho,Twin Falls,3092119,3188155,3233364,3323275,
Idaho,Valley,405348,425180,451269,455186,
Idaho,Washington,380153,411155,415826,404915,
Illinois,,744517833,747167990,753637957,769800594,
Illinois,Adams,3184014,3120703,3139643,3284870,
Illinois,Alexander,169523,180046,175907,180487,
Illinois,Bond,538723,505537,510397,556141,
Illinois,Boone,1539986,1576573,1494617,1706969,
Illinois,Brown,399933,387127,403323,403332,
Illinois,Bureau,1214852,1156349,1196240,1200477,
Illinois,Calhoun,111252,100621,100905,109270,
Illinois,Carroll,486450,561679,530307,463346,
Illinois,Cass,622333,612636,622070,638399,
Illinois,Champaign,10426855,10084549,10009038,10356705,
Illinois,Christian,1280011,1291070,1344448,1346262,
Illinois,Clark,526704,540468,557592,608104,
Illinois,Clay,626606,589274,586556,588562,
Illinois,Clinton,1124530,1196619,1173145,1210870,
Illinois,Coles,2181513,2178366,2262329,2305836,
Illinois,Cook,348451260,351380397,354454887,362063569,
Illinois,Crawford,3453908,2650746,3037722,3154494,
Illinois,Cumberland,313014,308883,331514,343839,
Illinois,DeKalb,3630041,3542208,3523477,3614570,
Illinois,De Witt,1083952,1160793,1103938,1129745,
Illinois,Douglas,914455,918981,950619,1002215,
Illinois,DuPage,79834105,80271717,81750103,82596221,
Illinois,Edgar,698730,690176,744879,756615,
Illinois,Edwards,269148,267365,288114,279804,
Illinois,Effingham,1838013,1848777,1961274,2041960,
Illinois,Fayette,537250,556309,571792,599015,
Illinois,Ford,712640,786186,751179,788611,
Illinois,Franklin,1053082,1093603,1129146,1247960,
Illinois,Fulton,923587,869606,877634,917536,
Illinois,Gallatin,281032,296067,296363,276703,
Illinois,Greene,311613,335338,348085,377090,
Illinois,Grundy,3043557,3177894,3179509,3145931,
Illinois,Hamilton,421809,350296,454792,460533,
Illinois,Hancock,514828,593121,641336,683222,
Illinois,Hardin,112469,107120,106132,105717,
Illinois,Henderson,178910,205747,223328,201065,
Illinois,Henry,1475718,1482948,1501490,1436917,
Illinois,Iroquois,1033837,1185885,1076897,1056396,
Illinois,Jackson,2629683,2772570,2662323,2805921,
Illinois,Jasper,543385,515877,542544,568282,
Illinois,Jefferson,1690280,1686122,1680172,1695482,
Illinois,Jersey,508360,487948,493367,502115,
Illinois,Jo Daviess,852024,862970,812410,819232,
Illinois,Johnson,237706,229919,225677,226975,
Illinois,Kane,21202757,21140553,21471957,21846847,
Illinois,Kankakee,4261711,4383459,4366489,4370611,
Illinois,Kendall,2783139,2826945,2877800,2910561,
Illinois,Knox,1789162,1834303,1763589,1750985,
Illinois,Lake,57300737,57791108,58704142,60106642,
Illinois,LaSalle,5271458,5282238,5362331,5398514,
Illinois,Lawrence,527142,505490,516322,510953,
Illinois,Lee,1339798,1335417,1445488,1508358,
Illinois,Livingston,1787533,1900803,1764773,1753899,
Illinois,Logan,943786,1106815,1055645,1110851,
Illinois,Macon,6554747,6405913,6238665,6523486,
Illinois,Macoupin,1195334,1074504,1096295,1163098,
Illinois,Madison,11100623,10721584,10794089,11293639,
Illinois,Marion,1277650,1280697,1287918,1372400,
Illinois,Marshall,395690,453634,416978,403674,
Illinois,Mason,468271,544718,579311,577815,
Illinois,Massac,741026,694090,685117,690326,
Illinois,McDonough,1137526,1179808,1150678,1150422,
Illinois,McHenry,10178110,10098988,10166494,10241435,
Illinois,McLean,11869056,12002700,11826318,11802499,
Illinois,Menard,267013,236933,250856,289134,
Illinois,Mercer,412809,377800,420641,403854,
Illinois,Monroe,896581,865997,882959,923297,
Illinois,Montgomery,1093283,1188741,1274122,1324737,
Illinois,Morgan,1378474,1376639,1365793,1445898,
Illinois,Moultrie,581590,571325,623786,692823,
Illinois,Ogle,2722574,2735223,2701069,2721329,
Illinois,Peoria,10936082,10717177,11186444,12040364,
Illinois,Perry,638393,647016,651924,712065,
Illinois,Piatt,443287,424724,426637,477520,
Illinois,Pike,545855,629663,613389,623777,
Illinois,Pope,103258,93027,99490,96338,
Illinois,Pulaski,233971,246211,258663,236180,
Illinois,Putnam,323396,351440,348240,338034,
Illinois,Randolph,1540865,1510682,1423239,1470109,
Illinois,Richland,812538,898151,925273,962210,
Illinois,Rock Island,10216326,10199947,10404094,10496180,
Illinois,Saline,982085,871157,889487,849787,
Illinois,Sangamon,10218497,10058948,10125082,10570791,
Illinois,Schuyler,271538,285042,286222,285717,
Illinois,Scott,146400,166408,166276,189956,
Illinois,Shelby,681757,684249,705315,810282,
Illinois,St. Clair,10538141,10525960,10616286,10679494,
Illinois,Stark,226737,237581,251750,227465,
Illinois,Stephenson,1981416,1994216,1897427,1923456,
Illinois,Tazewell,10118112,9108186,8177447,8206096,
Illinois,Union,456061,480356,455045,448465,
Illinois,Vermilion,3180311,3214461,3196706,3285723,
Illinois,Wabash,350236,350747,373729,376181,
Illinois,Warren,639761,689555,718109,750948,
Illinois,Washington,742961,833583,898282,1013500,
Illinois,Wayne,663586,649001,604981,648342,
Illinois,White,607841,594068,597729,573158,
Illinois,Whiteside,2130629,1997881,2077581,2090471,
Illinois,Will,26858890,27399059,27685330,28209374,
Illinois,Williamson,2637918,2662912,2700573,2796011,
Illinois,Winnebago,12642576,12582907,12757249,13080810,
Illinois,Woodford,1194641,1217365,1156829,1155062,
Indiana,,311600670,316635852,322745581,329298827,
Indiana,Adams,1239264,1281672,1351353,1416976,
Indiana,Allen,18874695,18938297,19105381,19716158,
Indiana,Bartholomew,5804117,5827358,6063299,6363058,
Indiana,Benton,363736,427764,406379,421798,
Indiana,Blackford,267607,299424,297807,292995,
Indiana,Boone,3879642,3894398,4344034,4528949,
Indiana,Brown,243485,242380,236847,241987,
Indiana,Carroll,567678,618213,618854,661601,
Indiana,Cass,1164403,1214464,1220270,1258237,
Indiana,Clark,4326567,4343758,4355017,4380616,
Indiana,Clay,597363,599020,618062,640668,
Indiana,Clinton,1035616,1005079,1029168,1100849,
Indiana,Crawford,181310,180768,188878,188897,
Indiana,Daviess,1104312,1055918,1116774,1159916,
Indiana,DeKalb,2333251,2413806,2418339,2466948,
Indiana,Dearborn,1553011,1552498,1547368,1510907,
Indiana,Decatur,1247248,1292516,1374281,1431726,
Indiana,Delaware,3762814,3754936,3827953,3872532,
Indiana,Dubois,2598251,2506210,2573161,2615764,
Indiana,Elkhart,10329039,10767472,11979393,12038611,
Indiana,Fayette,537627,549131,556121,583073,
Indiana,Floyd,2425417,2534222,2530820,2600472,
Indiana,Fountain,498302,517273,500903,536769,
Indiana,Franklin,465677,470792,486509,495074,
Indiana,Fulton,598362,606147,642335,626150,
Indiana,Gibson,2677512,2838950,3049925,2902220,
Indiana,Grant,3999219,4490689,3829678,4276362,
Indiana,Greene,579959,566956,568536,623538,
Indiana,Hamilton,15087232,15547416,15934100,16176217,
Indiana,Hancock,1929478,2008215,2105964,2180514,
Indiana,Harrison,859861,862876,882551,893313,
Indiana,Hendricks,5190305,5514080,5768101,6030852,
Indiana,Henry,1017298,1023042,1061134,1134531,
Indiana,Howard,5006828,5023786,5268619,5253267,
Indiana,Huntington,1262001,1248905,1279718,1296402,
Indiana,Jackson,2270764,2339143,2498300,2495376,
Indiana,Jasper,1320619,1338731,1381534,1311535,
Indiana,Jay,932733,848857,885210,958240,
Indiana,Jefferson,1321585,1337154,1386775,1373639,
Indiana,Jennings,640712,641307,646249,662272,
Indiana,Johnson,4062407,4133856,4324289,4534695,
Indiana,Knox,1784299,1857842,1909283,1860452,
Indiana,Kosciusko,4691134,4263542,4384419,4549226,
Indiana,Lagrange,1366762,1317524,1464687,1490183,
Indiana,Lake,21955845,22285179,22372478,22602046,
Indiana,LaPorte,3828465,3809847,3848432,3940402,
Indiana,Lawrence,1287039,1322583,1311575,1363235,
Indiana,Madison,3309585,3321008,3356841,3494610,
Indiana,Marion,79228275,80755236,81713747,82996653,
Indiana,Marshall,1571668,1593377,1590747,1587315,
Indiana,Martin,924109,933239,987031,1027957,
Indiana,Miami,775569,822217,823086,824484,
Indiana,Monroe,5653521,5751130,5962418,6080616,
Indiana,Montgomery,1586663,1622504,1584277,1586433,
Indiana,Morgan,1355919,1435233,1447248,1550375,
Indiana,Newton,373196,352674,336006,349433,
Indiana,Noble,1648146,1639737,1665449,1712402,
Indiana,Ohio,107530,103553,108625,103660,
Indiana,Orange,561438,570377,600337,604918,
Indiana,Owen,432365,449377,458010,465645,
Indiana,Parke,275653,322998,320926,310227,
Indiana,Perry,693092,708389,696896,696505,
Indiana,Pike,758576,774454,814763,690529,
Indiana,Porter,6134776,6296503,6292093,6370405,
Indiana,Posey,1480476,1485397,1581104,1524491,
Indiana,Pulaski,495974,517389,541925,520074,
Indiana,Putnam,934369,994002,1015373,1026472,
Indiana,Randolph,758668,712044,714968,731186,
Indiana,Ripley,1116090,1186941,1267581,1231942,
Indiana,Rush,494096,541396,537833,554643,
Indiana,Scott,566398,588547,607035,630586,
Indiana,Shelby,1912354,2032618,2010902,2032091,
Indiana,Spencer,1174280,1173906,1183845,1114528,
Indiana,St. Joseph,12049473,11981120,12094783,12554863,
Indiana,Starke,404770,441163,459298,455392,
Indiana,Steuben,1240647,1257372,1311702,1355799,
Indiana,Sullivan,955877,972644,911183,882530,
Indiana,Switzerland,206733,207868,207471,207854,
Indiana,Tippecanoe,7693297,7799233,7962074,8355142,
Indiana,Tipton,492970,522325,562155,646608,
Indiana,Union,127058,124488,126586,132120,
Indiana,Vanderburgh,10204677,10154562,10363785,10474357,
Indiana,Vermillion,683584,760163,740246,755958,
Indiana,Vigo,4645936,4578314,4568509,4542724,
Indiana,Wabash,1145348,1155647,1139965,1180811,
Indiana,Warren,223006,267127,251395,288311,
Indiana,Warrick,2011070,1970058,1963308,2015080,
Indiana,Washington,615054,567460,590052,633102,
Indiana,Wayne,2514120,2547446,2581702,2659403,
Indiana,Wells,980371,968933,1000237,1063282,
Indiana,White,880634,921093,899339,937398,
Indiana,Whitley,1104037,1169413,1188622,1211021,
Iowa,,169374989,168876432,168434541,172071984,
Iowa,Adair,328347,315310,319374,324537,
Iowa,Adams,283787,302511,280320,296386,
Iowa,Allamakee,571989,593313,544488,541503,
Iowa,Appanoose,357330,359058,358792,348067,
Iowa,Audubon,245856,236395,249683,249566,
Iowa,Benton,656477,660277,680997,740852,
Iowa,Black Hawk,7466513,6835480,6895327,7115887,
Iowa,Boone,918138,910775,885440,967923,
Iowa,Bremer,1099724,1092552,1053747,1039846,
Iowa,Buchanan,611563,591005,611841,601478,
Iowa,Buena Vista,1396750,1384319,1402443,1462894,
Iowa,Butler,651233,764111,792589,739157,
Iowa,Calhoun,407984,460719,424002,490304,
Iowa,Carroll,1247115,1296807,1315642,1325535,
Iowa,Cass,666664,621439,633006,640979,
Iowa,Cedar,524823,505210,503107,544340,
Iowa,Cerro Gordo,2392015,2383966,2294118,2360792,
Iowa,Cherokee,873033,900002,851770,876700,
Iowa,Chickasaw,751812,773455,664332,690161,
Iowa,Clarke,375228,372653,403686,421066,
Iowa,Clay,1003498,882288,922509,964775,
Iowa,Clayton,790524,811869,840723,832243,
Iowa,Clinton,2159484,2089255,2095720,2106560,
Iowa,Crawford,719279,694175,709390,736402,
Iowa,Dallas,4561560,4746397,4679801,4763330,
Iowa,Davis,204049,223490,221016,221183,
Iowa,Decatur,190197,188600,216742,224155,
Iowa,Delaware,835932,781261,820910,845252,
Iowa,Des Moines,2172710,2196937,2166900,2198139,
Iowa,Dickinson,881676,852238,874636,850226,
Iowa,Dubuque,5185679,5073477,5120001,5194130,
Iowa,Emmet,459816,369340,417605,363045,
Iowa,Fayette,687063,699973,731090,698596,
Iowa,Floyd,721511,706885,657302,644007,
Iowa,Franklin,685354,677570,702524,679214,
Iowa,Fremont,256471,238303,252905,241298,
Iowa,Greene,411558,418401,402151,417537,
Iowa,Grundy,603480,571645,700598,638762,
Iowa,Guthrie,465170,424237,427466,457313,
Iowa,Hamilton,765608,655830,680309,807344,
Iowa,Hancock,798787,664429,752094,755413,
Iowa,Hardin,907548,940470,1006092,1002720,
Iowa,Harrison,479292,516804,446383,451315,
Iowa,Henry,750872,744410,751270,798306,
Iowa,Howard,454760,417916,391889,417568,
Iowa,Humboldt,475114,470312,443321,443824,
Iowa,Ida,385707,378111,428877,429048,
Iowa,Iowa,775203,738351,771035,802948,
Iowa,Jackson,600793,605127,559811,593898,
Iowa,Jasper,988209,982323,976723,1058798,
Iowa,Jefferson,598408,612099,606822,677208,
Iowa,Johnson,8024479,8049250,8281109,8385942,
Iowa,Jones,568792,541093,548837,556983,
Iowa,Keokuk,330752,363479,297889,336881,
Iowa,Kossuth,1083142,1037829,1078023,1066212,
Iowa,Lee,1751118,1641194,1551096,1580685,
Iowa,Linn,15568897,15733507,15560368,15957005,
Iowa,Louisa,484209,476180,486571,551334,
Iowa,Lucas,286828,291041,289019,309877,
Iowa,Lyon,1017412,1213612,1260985,1126386,
Iowa,Madison,374195,365884,370091,393017,
Iowa,Mahaska,770666,778726,784005,872648,
Iowa,Marion,1486371,1463150,1481091,1546001,
Iowa,Marshall,1594637,1583533,1571406,1691952,
Iowa,Mills,455279,465649,496136,508666,
Iowa,Mitchell,642065,623222,604233,652501,
Iowa,Monona,343507,399113,404898,366224,
Iowa,Monroe,393897,382638,388700,424160,
Iowa,Montgomery,398223,373573,388312,385816,
Iowa,Muscatine,2306755,2284845,2265143,2298640,
Iowa,O'Brien,936080,1148411,1164151,1116366,
Iowa,Osceola,471602,456467,507733,495070,
Iowa,Page,506121,506133,501767,531794,
Iowa,Palo Alto,580810,487974,555354,528894,
Iowa,Plymouth,1415752,1613598,1567910,1556493,
Iowa,Pocahontas,654342,679430,501363,538662,
Iowa,Polk,35696734,36688552,36211368,36757721,
Iowa,Pottawattamie,4553463,4611782,4445608,4637631,
Iowa,Poweshiek,1107148,1088574,1093660,1129491,
Iowa,Ringgold,167354,157843,189495,185894,
Iowa,Sac,564822,539118,518523,589102,
Iowa,Scott,8160232,8052003,8012364,8208858,
Iowa,Shelby,1047408,1021387,1019531,1023116,
Iowa,Sioux,2486700,2434370,2684788,2676524,
Iowa,Story,4716210,4627378,4744881,4814640,
Iowa,Tama,486404,513704,506975,548997,
Iowa,Taylor,257710,179462,232534,234141,
Iowa,Union,562082,541249,521452,535762,
Iowa,Van Buren,222327,207442,206315,223794,
Iowa,Wapello,1648982,1572369,1597865,1628245,
Iowa,Warren,975289,995315,1017135,1042882,
Iowa,Washington,1024688,934993,1084028,1151368,
Iowa,Wayne,214416,219054,224788,235082,
Iowa,Webster,2194846,2137710,2074199,2097183,
Iowa,Winnebago,473931,416167,436815,431395,
Iowa,Winneshiek,1059596,1063400,953582,988435,
Iowa,Woodbury,5044728,4941052,4618402,4770518,
Iowa,Worth,461492,372315,338045,356108,
Iowa,Wright,980932,889787,909568,958690,
Kansas,,146173127,149927889,151465715,154582685,
Kansas,Allen,472585,445634,466896,474012,
Kansas,Anderson,241649,283448,218806,231865,
Kansas,Atchison,541924,535508,567131,578478,
Kansas,Barber,241482,222525,235137,221700,
Kansas,Barton,1225174,1187354,1172947,1205928,
Kansas,Bourbon,539898,539996,553521,558719,
Kansas,Brown,435913,420295,416927,433017,
Kansas,Butler,1746350,2196235,2214884,2283399,
Kansas,Chase,111252,117690,113197,113451,
Kansas,Chautauqua,83682,78300,74342,75066,
Kansas,Cherokee,519045,592225,632446,688966,
Kansas,Cheyenne,124325,120229,113108,138297,
Kansas,Clark,138368,167363,230583,249258,
Kansas,Clay,295130,284338,280300,267313,
Kansas,Cloud,330892,346436,343603,317960,
Kansas,Coffey,783820,860876,854751,819586,
Kansas,Comanche,91453,74095,73014,76885,
Kansas,Cowley,1259423,1236397,1220918,1223190,
Kansas,Crawford,1312113,1303739,1357533,1373034,
Kansas,Decatur,173631,177876,150564,158897,
Kansas,Dickinson,604215,609112,611170,593932,
Kansas,Doniphan,206694,198858,194062,206919,
Kansas,Douglas,4205852,4338539,4404306,4458646,
Kansas,Edwards,184405,176372,136710,161848,
Kansas,Elk,103502,98425,87405,87260,
Kansas,Ellis,1499857,1500460,1490048,1520452,
Kansas,Ellsworth,229710,226141,227348,226719,
Kansas,Finney,1893785,2018161,1926680,1995782,
Kansas,Ford,1479374,1545775,1610187,1676999,
Kansas,Franklin,803174,805020,816273,809403,
Kansas,Geary,2772747,2624842,2583215,2540165,
Kansas,Gove,199354,189084,178678,178222,
Kansas,Graham,134350,116364,122705,126429,
Kansas,Grant,653812,815669,693589,585765,
Kansas,Gray,861114,926068,827623,774123,
Kansas,Greeley,61646,71710,76161,103802,
Kansas,Greenwood,168538,164968,159929,161367,
Kansas,Hamilton,295990,336120,329800,393421,
Kansas,Harper,329169,321105,300229,302643,
Kansas,Harvey,1119441,1125067,1086867,1116247,
Kansas,Haskell,410248,511287,396817,348946,
Kansas,Hodgeman,90648,89195,76241,93517,
Kansas,Jackson,308980,303567,312302,316146,
Kansas,Jefferson,331104,332355,335171,335533,
Kansas,Jewell,135064,121413,99184,110189,
Kansas,Johnson,39987062,41279166,42523370,43264041,
Kansas,Kearny,318782,319613,310724,317292,
Kansas,Kingman,339872,343470,287965,293554,
Kansas,Kiowa,143178,143582,135292,147829,
Kansas,Labette,753141,751234,758771,777207,
Kansas,Lane,263064,258786,276917,302899,
Kansas,Leavenworth,2547407,2529313,2523593,2560260,
Kansas,Lincoln,119761,120720,118377,115211,
Kansas,Linn,482331,558987,387178,416339,
Kansas,Logan,137353,133641,131518,143712,
Kansas,Lyon,1190211,1184861,1191689,1244636,
Kansas,McPherson,1538048,1814155,1898548,2006354,
Kansas,Marion,364417,385259,338903,342297,
Kansas,Marshall,528246,526565,533796,527146,
Kansas,Meade,284711,311650,324555,338981,
Kansas,Miami,693229,726565,737315,756381,
Kansas,Mitchell,390805,408844,413096,394383,
Kansas,Montgomery,1305381,1716351,1836641,1939453,
Kansas,Morris,210025,231872,213854,183131,
Kansas,Morton,161977,146158,171916,159918,
Kansas,Nemaha,503734,542556,545453,538363,
Kansas,Neosho,489913,488811,497669,510011,
Kansas,Ness,165728,186002,204609,226040,
Kansas,Norton,213428,227580,219409,220442,
Kansas,Osage,249991,262963,247203,251200,
Kansas,Osborne,164069,170706,182964,184274,
Kansas,Ottawa,131820,143564,123944,128707,
Kansas,Pawnee,323883,396274,286978,272632,
Kansas,Phillips,266919,303256,294204,288179,
Kansas,Pottawatomie,1346577,1286248,1272609,1255957,
Kansas,Pratt,467479,458835,520955,530550,
Kansas,Rawlins,133297,125294,128673,142052,
Kansas,Reno,2222308,2196325,2288360,2307946,
Kansas,Republic,234831,257598,218219,217272,
Kansas,Rice,499523,431980,400403,443582,
Kansas,Riley,2498660,2516075,2453994,2469027,
Kansas,Rooks,205631,211081,215616,219817,
Kansas,Rush,139119,124959,125497,143452,
Kansas,Russell,284046,336766,338571,340325,
Kansas,Saline,2776722,2857746,2933705,2956168,
Kansas,Scott,532689,677112,687656,613415,
Kansas,Sedgwick,25965017,27164874,27734703,28724113,
Kansas,Seward,1335459,1245933,1232004,1298434,
Kansas,Shawnee,8721802,8854716,8827484,9032118,
Kansas,Sheridan,130929,137685,126621,131903,
Kansas,Sherman,227698,222832,226687,273047,
Kansas,Smith,182233,175248,161807,170789,
Kansas,Stafford,129859,144988,123664,141068,
Kansas,Stanton,126744,111749,119775,156763,
Kansas,Stevens,260208,246572,254402,268179,
Kansas,Sumner,657368,763770,754205,715695,
Kansas,Thomas,395459,389736,414243,413995,
Kansas,Trego,211590,155967,169023,202879,
Kansas,Wabaunsee,127029,127855,127022,130256,
Kansas,Wallace,91717,104461,118874,136715,
Kansas,Washington,251765,246993,223372,222464,
Kansas,Wichita,292084,370792,260805,293066,
Kansas,Wilson,330042,332939,341281,347352,
Kansas,Woodson,77787,75314,82177,81905,
Kansas,Wyandotte,11280263,10213177,10343504,10433971,
Kentucky,,181323142,182618591,184540918,187215545,
Kentucky,Adair,334063,323124,321031,328768,
Kentucky,Allen,410211,422826,414250,429841,
Kentucky,Anderson,420867,419662,423735,434709,
Kentucky,Ballard,290060,263645,252110,238341,
Kentucky,Barren,1365942,1365099,1375848,1381824,
Kentucky,Bath,154741,151033,151011,153922,
Kentucky,Bell,692212,668744,672496,668283,
Kentucky,Boone,7318891,7600790,7867282,8145159,
Kentucky,Bourbon,744961,732345,731288,744850,
Kentucky,Boyd,4048973,3521869,3948906,4208514,
Kentucky,Boyle,1121562,1142634,1149019,1172393,
Kentucky,Bracken,118321,134210,137725,135668,
Kentucky,Breathitt,239313,227452,226979,225099,
Kentucky,Breckinridge,353258,333236,351063,349646,
Kentucky,Bullitt,1931010,2033335,2160673,2225729,
Kentucky,Butler,330437,353326,356088,348093,
Kentucky,Caldwell,329034,342619,336463,356610,
Kentucky,Calloway,1273362,1262457,1275408,1280784,
Kentucky,Campbell,2726347,2843604,2851553,2894065,
Kentucky,Carlisle,159057,184440,160316,160381,
Kentucky,Carroll,1422864,1429168,1426104,1436244,
Kentucky,Carter,407821,398748,398965,403150,
Kentucky,Casey,294882,293275,291641,296078,
Kentucky,Christian,5617476,5290368,5332431,5274474,
Kentucky,Clark,1199230,1202730,1216726,1245254,
Kentucky,Clay,330305,332107,331892,328743,
Kentucky,Clinton,267365,253142,261517,270001,
Kentucky,Crittenden,195957,196673,192069,191802,
Kentucky,Cumberland,144331,142886,147966,158340,
Kentucky,Daviess,4009903,3942353,3999442,4067175,
Kentucky,Edmonson,140862,144948,143980,144647,
Kentucky,Elliott,69935,70494,72313,71457,
Kentucky,Estill,196706,191779,192273,189800,
Kentucky,Fayette,18688907,19071470,19038234,19202370,
Kentucky,Fleming,273588,262228,265919,271775,
Kentucky,Floyd,1057043,1043654,1078687,1056986,
Kentucky,Franklin,3130442,3214004,3139636,3228327,
Kentucky,Fulton,214841,200953,202473,195791,
Kentucky,Gallatin,375762,387483,358545,357027,
Kentucky,Garrard,212057,201843,199394,204461,
Kentucky,Grant,452276,470195,470354,469275,
Kentucky,Graves,1119325,1116481,1187750,1174116,
Kentucky,Grayson,642063,642590,668725,662447,
Kentucky,Green,153699,143527,155480,150893,
Kentucky,Greenup,730103,706302,704707,724722,
Kentucky,Hancock,914973,942511,833590,824556,
Kentucky,Hardin,4575889,4595481,4723036,4763191,
Kentucky,Harlan,608935,574442,569723,568852,
Kentucky,Harrison,437267,458049,447737,455479,
Kentucky,Hart,482173,481915,493184,500613,
Kentucky,Henderson,1947046,1983475,1927128,1917354,
Kentucky,Henry,364746,366756,358080,365170,
Kentucky,Hickman,204456,211743,213077,218142,
Kentucky,Hopkins,1685754,1609850,1588555,1525769,
Kentucky,Jackson,161745,160644,153462,155025,
Kentucky,Jefferson,47191298,48115832,48991855,49831577,
Kentucky,Jessamine,1410397,1431319,1482306,1503480,
Kentucky,Johnson,419585,406733,408723,403777,
Kentucky,Kenton,6366621,6611468,6611565,6947960,
Kentucky,Knott,274983,223316,209899,210393,
Kentucky,Knox,588773,583276,584762,577658,
Kentucky,Larue,196042,201321,195117,194582,
Kentucky,Laurel,1859409,1909331,1960167,1990777,
Kentucky,Lawrence,411751,308179,302934,315702,
Kentucky,Lee,131378,129564,125759,133468,
Kentucky,Leslie,170826,161986,160905,160409,
Kentucky,Letcher,404839,356917,347871,363118,
Kentucky,Lewis,177167,168741,168300,168650,
Kentucky,Lincoln,382469,395092,394834,393493,
Kentucky,Livingston,299715,287657,294497,279110,
Kentucky,Logan,1227146,1235117,1209259,1193555,
Kentucky,Lyon,173248,179267,195522,189106,
Kentucky,Madison,2575607,2581961,2583441,2634589,
Kentucky,Magoffin,153543,140825,134596,139446,
Kentucky,Marion,664483,673604,685475,710662,
Kentucky,Marshall,1134531,1131830,1148245,1154718,
Kentucky,Martin,366207,355841,325430,305534,
Kentucky,Mason,907580,991158,935037,972077,
Kentucky,McCracken,3700034,3742652,3622083,3679761,
Kentucky,McCreary,221557,222330,225736,225837,
Kentucky,McLean,286556,298483,318820,331604,
Kentucky,Meade,442904,447045,430697,435899,
Kentucky,Menifee,76532,76260,77323,78518,
Kentucky,Mercer,912096,965305,899479,923901,
Kentucky,Metcalfe,179173,173301,185724,186698,
Kentucky,Monroe,275501,278600,284461,287913,
Kentucky,Montgomery,903218,891325,891219,894854,
Kentucky,Morgan,220998,232272,236300,236315,
Kentucky,Muhlenberg,1504308,1311811,1228479,1258930,
Kentucky,Nelson,1493343,1485673,1529638,1586803,
Kentucky,Nicholas,80927,80076,77447,77822,
Kentucky,Ohio,883878,826263,842955,848711,
Kentucky,Oldham,1359293,1427548,1489256,1512023,
Kentucky,Owen,182661,187209,177875,168567,
Kentucky,Owsley,51530,51987,51191,51822,
Kentucky,Pendleton,251302,243906,250174,246250,
Kentucky,Perry,1105110,966630,979952,960216,
Kentucky,Pike,2695598,2683994,2736164,2703199,
Kentucky,Powell,198788,197116,196627,197292,
Kentucky,Pulaski,1960052,1988824,2003173,2051058,
Kentucky,Robertson,24690,26076,25335,25531,
Kentucky,Rockcastle,245515,253829,262700,266553,
Kentucky,Rowan,646782,658578,655209,662311,
Kentucky,Russell,519194,509599,534487,558876,
Kentucky,Scott,2243664,2338983,2397714,2422975,
Kentucky,Shelby,1358955,1376677,1400602,1422182,
Kentucky,Simpson,808846,847797,856593,850415,
